-3.157897 -3.157897 9.972312
-3.147897 -3.147897 9.909254
-3.137897 -3.137897 9.846397
-3.127897 -3.127897 9.783739
-3.117897 -3.117897 9.721281
-3.107897 -3.107897 9.659023
-3.097897 -3.097897 9.596965
-3.087897 -3.087897 9.535107
-3.077897 -3.077897 9.473449
-3.067897 -3.067897 9.411991
-3.057897 -3.057897 9.350733
-3.047897 -3.047897 9.289675
-3.037897 -3.037897 9.228817
-3.027897 -3.027897 9.168159
-3.017897 -3.017897 9.107701
-3.007897 -3.007897 9.047443
-2.997897 -2.997897 8.987385
-2.987897 -2.987897 8.927527
-2.977897 -2.977897 8.867870
-2.967897 -2.967897 8.808412
-2.957897 -2.957897 8.749154
-2.947897 -2.947897 8.690096
-2.937897 -2.937897 8.631238
-2.927897 -2.927897 8.572580
-2.917897 -2.917897 8.514122
-2.907897 -2.907897 8.455864
-2.897897 -2.897897 8.397806
-2.887897 -2.887897 8.339948
-2.877897 -2.877897 8.282290
-2.867897 -2.867897 8.224832
-2.857897 -2.857897 8.167574
-2.847897 -2.847897 8.110516
-2.837897 -2.837897 8.053658
-2.827897 -2.827897 7.997000
-2.817897 -2.817897 7.940543
-2.807897 -2.807897 7.884285
-2.797897 -2.797897 7.828227
-2.787897 -2.787897 7.772369
-2.777897 -2.777897 7.716711
-2.767897 -2.767897 7.661253
-2.757897 -2.757897 7.605995
-2.747897 -2.747897 7.550937
-2.737897 -2.737897 7.496079
-2.727897 -2.727897 7.441421
-2.717897 -2.717897 7.386963
-2.707897 -2.707897 7.332705
-2.697897 -2.697897 7.278647
-2.687897 -2.687897 7.224789
-2.677897 -2.677897 7.171131
-2.667897 -2.667897 7.117674
-2.657897 -2.657897 7.064416
-2.647897 -2.647897 7.011358
-2.637897 -2.637897 6.958500
-2.627897 -2.627897 6.905842
-2.617897 -2.617897 6.853384
-2.607897 -2.607897 6.801126
-2.597897 -2.597897 6.749068
-2.587897 -2.587897 6.697210
-2.577897 -2.577897 6.645552
-2.567897 -2.567897 6.594094
-2.557897 -2.557897 6.542836
-2.547897 -2.547897 6.491778
-2.537897 -2.537897 6.440920
-2.527897 -2.527897 6.390262
-2.517897 -2.517897 6.339804
-2.507897 -2.507897 6.289547
-2.497897 -2.497897 6.239489
-2.487897 -2.487897 6.189631
-2.477897 -2.477897 6.139973
-2.467897 -2.467897 6.090515
-2.457897 -2.457897 6.041257
-2.447897 -2.447897 5.992199
-2.437897 -2.437897 5.943341
-2.427897 -2.427897 5.894683
-2.417897 -2.417897 5.846225
-2.407897 -2.407897 5.797967
-2.397897 -2.397897 5.749909
-2.387897 -2.387897 5.702051
-2.377897 -2.377897 5.654393
-2.367897 -2.367897 5.606935
-2.357897 -2.357897 5.559677
-2.347897 -2.347897 5.512620
-2.337897 -2.337897 5.465762
-2.327897 -2.327897 5.419104
-2.317897 -2.317897 5.372646
-2.307897 -2.307897 5.326388
-2.297897 -2.297897 5.280330
-2.287897 -2.287897 5.234472
-2.277897 -2.277897 5.188814
-2.267897 -2.267897 5.143356
-2.257897 -2.257897 5.098098
-2.247897 -2.247897 5.053040
-2.237897 -2.237897 5.008182
-2.227897 -2.227897 4.963524
-2.217897 -2.217897 4.919066
-2.207897 -2.207897 4.874808
-2.197897 -2.197897 4.830750
-2.187897 -2.187897 4.786893
-2.177897 -2.177897 4.743235
-2.167897 -2.167897 4.699777
-2.157897 -2.157897 4.656519
-2.147897 -2.147897 4.613461
-2.137897 -2.137897 4.570603
-2.127897 -2.127897 4.527945
-2.117897 -2.117897 4.485487
-2.107897 -2.107897 4.443229
-2.097897 -2.097897 4.401171
-2.087897 -2.087897 4.359313
-2.077897 -2.077897 4.317655
-2.067897 -2.067897 4.276197
-2.057897 -2.057897 4.234939
-2.047897 -2.047897 4.193881
-2.037897 -2.037897 4.153023
-2.027897 -2.027897 4.112366
-2.017897 -2.017897 4.071908
-2.007897 -2.007897 4.031650
-1.997897 -1.997897 3.991592
-1.987897 -1.987897 3.951734
-1.977897 -1.977897 3.912076
-1.967897 -1.967897 3.872618
-1.957897 -1.957897 3.833360
-1.947897 -1.947897 3.794302
-1.937897 -1.937897 3.755444
-1.927897 -1.927897 3.716786
-1.917897 -1.917897 3.678328
-1.907897 -1.907897 3.640070
-1.897897 -1.897897 3.602012
-1.887897 -1.887897 3.564154
-1.877897 -1.877897 3.526497
-1.867897 -1.867897 3.489039
-1.857897 -1.857897 3.451781
-1.847897 -1.847897 3.414723
-1.837897 -1.837897 3.377865
-1.827897 -1.827897 3.341207
-1.817897 -1.817897 3.304749
-1.807897 -1.807897 3.268491
-1.797897 -1.797897 3.232433
-1.787897 -1.787897 3.196575
-1.777897 -1.777897 3.160917
-1.767897 -1.767897 3.125459
-1.757897 -1.757897 3.090201
-1.747897 -1.747897 3.055143
-1.737897 -1.737897 3.020285
-1.727897 -1.727897 2.985627
-1.717897 -1.717897 2.951170
-1.707897 -1.707897 2.916912
-1.697897 -1.697897 2.882854
-1.687897 -1.687897 2.848996
-1.677897 -1.677897 2.815338
-1.667897 -1.667897 2.781880
-1.657897 -1.657897 2.748622
-1.647897 -1.647897 2.715564
-1.637897 -1.637897 2.682706
-1.627897 -1.627897 2.650048
-1.617897 -1.617897 2.617590
-1.607897 -1.607897 2.585332
-1.597897 -1.597897 2.553274
-1.587897 -1.587897 2.521416
-1.577897 -1.577897 2.489758
-1.567897 -1.567897 2.458300
-1.557897 -1.557897 2.427043
-1.547897 -1.547897 2.395985
-1.537897 -1.537897 2.365127
-1.527897 -1.527897 2.334469
-1.517897 -1.517897 2.304011
-1.507897 -1.507897 2.273753
-1.497897 -1.497897 2.243695
-1.487897 -1.487897 2.213837
-1.477897 -1.477897 2.184179
-1.467897 -1.467897 2.154721
-1.457897 -1.457897 2.125463
-1.447897 -1.447897 2.096405
-1.437897 -1.437897 2.067547
-1.427897 -1.427897 2.038889
-1.417897 -1.417897 2.010431
-1.407897 -1.407897 1.982173
-1.397897 -1.397897 1.954116
-1.387897 -1.387897 1.926258
-1.377897 -1.377897 1.898600
-1.367897 -1.367897 1.871142
-1.357897 -1.357897 1.843884
-1.347897 -1.347897 1.816826
-1.337897 -1.337897 1.789968
-1.327897 -1.327897 1.763310
-1.317897 -1.317897 1.736852
-1.307897 -1.307897 1.710594
-1.297897 -1.297897 1.684536
-1.287897 -1.287897 1.658678
-1.277897 -1.277897 1.633020
-1.267897 -1.267897 1.607562
-1.257897 -1.257897 1.582304
-1.247897 -1.247897 1.557247
-1.237897 -1.237897 1.532389
-1.227897 -1.227897 1.507731
-1.217897 -1.217897 1.483273
-1.207897 -1.207897 1.459015
-1.197897 -1.197897 1.434957
-1.187897 -1.187897 1.411099
-1.177897 -1.177897 1.387441
-1.167897 -1.167897 1.363983
-1.157897 -1.157897 1.340725
-1.147897 -1.147897 1.317667
-1.137897 -1.137897 1.294809
-1.127897 -1.127897 1.272151
-1.117897 -1.117897 1.249693
-1.107897 -1.107897 1.227435
-1.097897 -1.097897 1.205377
-1.087897 -1.087897 1.183520
-1.077897 -1.077897 1.161862
-1.067897 -1.067897 1.140404
-1.057897 -1.057897 1.119146
-1.047897 -1.047897 1.098088
-1.037897 -1.037897 1.077230
-1.027897 -1.027897 1.056572
-1.017897 -1.017897 1.036114
-1.007897 -1.007897 1.015856
-0.997897 -0.997897 0.995798
-0.987897 -0.987897 0.975940
-0.977897 -0.977897 0.956282
-0.967897 -0.967897 0.936824
-0.957897 -0.957897 0.917566
-0.947897 -0.947897 0.898508
